,0
0,"graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 3[""unique""]
    3 --> 4[""query_shape""]
"
1,"graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    1 --> 6[""filter_color_gray""]
    2 --> 3[""filter_size_large""]
    3 --> 4[""unique""]
    4 --> 5[""relate_behind""]
    5 --> 9[""AND""]
    6 --> 7[""unique""]
    7 --> 8[""relate_left""]
    8 --> 9
    9 --> 10[""filter_material_rubber""]
    10 --> 11[""count""]
"
2,"graph LR
    1[""scene""] --> 3[""filter_size_small""]
    3 --> 4[""unique""]
    4 --> 5[""query_color""]
"
3,"graph LR
    1[""scene""] --> 2[""filter_color_green""]
    2 --> 10[""filter_shape_cylinder""]
    3[""unique""] --> 4[""relate_right""]
    4 --> 5[""filter_color_red""]
    4 --> 7[""filter_material_metal""]
    5 --> 6[""filter_material_rubber""]
    6 --> 8[""OR""]
    7 --> 8
    8 --> 9[""count""]
    10 --> 3
"
4,"graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    2 --> 3[""unique""]
    3 --> 4[""relate_left""]
    4 --> 15[""filter_shape_cylinder""]
    5[""relate_in_front""] --> 7[""filter_size_large""]
    7 --> 8[""unique""]
    8 --> 9[""relate_right""]
    9 --> 10[""filter_size_large""]
    10 --> 11[""count""]
    13[""unique""] --> 5
    15 --> 13
"
5,"graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    1 --> 6[""filter_shape_cube""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""filter_shape_cylinder""]
    4 --> 5[""unique""]
    5 --> 10[""equal_size""]
    6 --> 7[""unique""]
    7 --> 8[""relate_behind""]
    8 --> 13[""unique""]
    13 --> 10
"
6,"graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 3[""filter_color_blue""]
    3 --> 4[""filter_material_rubber""]
    4 --> 5[""unique""]
    5 --> 6[""relate_right""]
    6 --> 7[""filter_material_rubber""]
    7 --> 8[""unique""]
    8 --> 9[""query_color""]
"
7,"graph LR
    8[""filter_size_large""] --> 10[""unique""]
    9[""filter_color_blue""] --> 8
    10 --> 12[""query_shape""]
    14[""scene""] --> 9
"
8,"graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    1 --> 8[""filter_shape_cube""]
    2 --> 3[""unique""]
    3 --> 4[""relate_right""]
    4 --> 5[""filter_size_small""]
    5 --> 6[""filter_material_metal""]
    6 --> 7[""unique""]
    7 --> 13[""equal_color""]
    8 --> 9[""filter_material_metal""]
    9 --> 10[""unique""]
    10 --> 13
"
9,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    1 --> 7[""filter_material_metal""]
    1 --> 10[""filter_material_rubber""]
    2 --> 3[""filter_color_brown""]
    3 --> 4[""filter_material_metal""]
    4 --> 5[""filter_shape_sphere""]
    5 --> 6[""count""]
    6 --> 9[""less_than""]
    7 --> 11[""OR""]
    8[""count""] --> 9
    10 --> 11
    11 --> 8
"
10,"graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 4[""filter_color_gray""]
    3[""filter_material_rubber""] --> 5[""filter_shape_cylinder""]
    4 --> 3
    5 --> 6[""unique""]
    6 --> 7[""relate_right""]
    7 --> 8[""filter_shape_sphere""]
    8 --> 9[""unique""]
    9 --> 10[""query_color""]
"
11,"graph LR
    1[""scene""] --> 5[""filter_shape_sphere""]
    1 --> 3[""filter_size_large""]
    3 --> 4[""unique""]
    4 --> 8[""relate_left""]
    5 --> 6[""filter_size_small""]
    6 --> 7[""unique""]
    7 --> 9[""relate_behind""]
    8 --> 10[""AND""]
    9 --> 10
    10 --> 11[""filter_shape_cylinder""]
    11 --> 12[""unique""]
    12 --> 13[""query_size""]
"
12,"graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    1 --> 5[""filter_color_purple""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""unique""]
    4 --> 8[""relate_behind""]
    5 --> 6[""filter_shape_sphere""]
    6 --> 7[""unique""]
    7 --> 9[""relate_in_front""]
    8 --> 13[""AND""]
    9 --> 13
    10[""filter_material_rubber""] --> 11[""unique""]
    11 --> 12[""query_shape""]
    13 --> 10
"
13,"graph LR
    1[""scene""] --> 2[""filter_color_red""]
    2 --> 3[""filter_size_small""]
    3 --> 4[""filter_shape_cube""]
    4 --> 5[""unique""]
    5 --> 6[""query_material""]
"
14,"graph LR
    1[""scene""] --> 8[""filter_color_cyan""]
    3[""filter_size_small""] --> 4[""unique""]
    4 --> 7[""same_shape""]
    6[""filter_material_metal""] --> 9[""unique""]
    7 --> 6
    8 --> 3
    9 --> 10[""query_size""]
"
15,"graph LR
    1[""scene""] --> 2[""filter_color_red""]
    1 --> 4[""filter_color_green""]
    2 --> 3[""filter_material_rubber""]
    3 --> 9[""OR""]
    4 --> 5[""filter_material_metal""]
    5 --> 6[""filter_size_large""]
    6 --> 7[""unique""]
    7 --> 8[""relate_left""]
    8 --> 9
    9 --> 10[""count""]
"
16,"graph LR
    1[""scene""] --> 2[""filter_size_large""]
    1 --> 7[""filter_color_cyan""]
    2 --> 3[""filter_color_green""]
    3 --> 4[""filter_material_rubber""]
    4 --> 5[""filter_shape_cube""]
    5 --> 13[""OR""]
    7 --> 8[""filter_size_small""]
    8 --> 9[""unique""]
    9 --> 10[""relate_behind""]
    10 --> 11[""filter_size_large""]
    11 --> 13
    13 --> 12[""count""]
"
17,"graph LR
    1[""scene""] --> 2[""filter_color_yellow""]
    2 --> 3[""filter_size_large""]
    3 --> 4[""unique""]
    4 --> 5[""relate_in_front""]
    5 --> 7[""filter_size_large""]
    7 --> 8[""count""]
"
18,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_material_metal""]
    3 --> 5[""count""]
"
19,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""unique""]
    4 --> 5[""query_color""]
"
20,"graph LR
    1[""scene""] --> 9[""filter_color_blue""]
    1 --> 3[""filter_color_red""]
    3 --> 4[""filter_material_rubber""]
    4 --> 13[""filter_size_small""]
    5[""unique""] --> 6[""relate_left""]
    6 --> 7[""filter_shape_cylinder""]
    7 --> 8[""count""]
    8 --> 12[""less_than""]
    9 --> 10[""filter_shape_cylinder""]
    10 --> 11[""count""]
    11 --> 12
    13 --> 5
"
21,"graph LR
    1[""scene""] --> 2[""filter_color_yellow""]
    1 --> 9[""filter_color_red""]
    2 --> 3[""filter_shape_cylinder""]
    3 --> 4[""unique""]
    4 --> 5[""relate_right""]
    5 --> 6[""filter_size_small""]
    6 --> 7[""filter_material_metal""]
    7 --> 16[""count""]
    8[""filter_size_small""] --> 10[""filter_material_metal""]
    9 --> 8
    10 --> 11[""filter_shape_cylinder""]
    11 --> 12[""unique""]
    12 --> 13[""relate_in_front""]
    13 --> 15[""filter_shape_cylinder""]
    14[""filter_size_large""] --> 17[""count""]
    15 --> 14
    16 --> 18[""greater_than""]
    17 --> 18
"
22,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    1 --> 5[""filter_color_green""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""unique""]
    4 --> 13[""equal_color""]
    5 --> 6[""filter_material_rubber""]
    6 --> 7[""unique""]
    7 --> 8[""relate_right""]
    8 --> 14[""filter_size_small""]
    10[""unique""] --> 13
    14 --> 10
"
23,"graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 3[""exist""]
"
24,"graph LR
    1[""scene""] --> 2[""filter_color_purple""]
    2 --> 3[""unique""]
    3 --> 4[""query_size""]
"
25,"graph LR
    1[""scene""] --> 2[""filter_material_rubber""]
    2 --> 10[""filter_shape_cylinder""]
    3[""unique""] --> 11[""relate_in_front""]
    5[""filter_size_large""] --> 6[""filter_material_metal""]
    6 --> 13[""unique""]
    10 --> 3
    11 --> 5
    13 --> 8[""query_color""]
"
26,"graph LR
    1[""scene""] --> 2[""filter_color_green""]
    2 --> 3[""filter_shape_cylinder""]
    3 --> 4[""unique""]
    4 --> 5[""relate_right""]
    5 --> 7[""unique""]
    7 --> 6[""query_shape""]
"
27,"graph LR
    1[""scene""] --> 3[""filter_size_large""]
    2[""filter_material_rubber""] --> 4[""unique""]
    3 --> 2
    4 --> 5[""query_color""]
"
28,"graph LR
    1[""scene""] --> 2[""filter_material_metal""]
    2 --> 3[""filter_shape_cube""]
    3 --> 4[""unique""]
    4 --> 11[""same_color""]
    6[""filter_material_rubber""] --> 8[""unique""]
    8 --> 9[""query_size""]
    11 --> 6
"
29,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_color_red""]
    3 --> 4[""unique""]
    4 --> 5[""relate_in_front""]
    5 --> 11[""unique""]
    6[""filter_color_red""] --> 12[""unique""]
    7[""relate_left""] --> 6
    8[""relate_right""] --> 9[""unique""]
    9 --> 10[""query_material""]
    11 --> 7
    12 --> 8
"
30,"graph LR
    1[""scene""] --> 2[""filter_color_purple""]
    2 --> 3[""unique""]
    3 --> 4[""same_size""]
    4 --> 5[""count""]
"
31,"graph LR
    1[""scene""] --> 5[""filter_color_green""]
    1 --> 4[""filter_size_small""]
    2[""filter_color_purple""] --> 3[""filter_material_rubber""]
    3 --> 9[""OR""]
    4 --> 2
    5 --> 6[""unique""]
    6 --> 7[""relate_behind""]
    7 --> 8[""filter_size_large""]
    8 --> 9
    9 --> 10[""count""]
"
32,"graph LR
    1[""scene""] --> 2[""filter_shape_cylinder""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""unique""]
    4 --> 5[""relate_left""]
    5 --> 6[""filter_color_cyan""]
    6 --> 7[""filter_material_rubber""]
    7 --> 8[""unique""]
    8 --> 9[""relate_left""]
    9 --> 10[""filter_shape_cube""]
    10 --> 11[""filter_size_small""]
    11 --> 12[""unique""]
    12 --> 13[""relate_behind""]
    13 --> 14[""filter_shape_sphere""]
    14 --> 15[""count""]
"
33,"graph LR
    1[""scene""] --> 2[""filter_color_red""]
    2 --> 3[""filter_material_metal""]
    3 --> 5[""count""]
"
34,"graph LR
    1[""scene""] --> 2[""filter_color_green""]
    2 --> 10[""filter_shape_sphere""]
    3[""filter_size_small""] --> 4[""unique""]
    4 --> 9[""same_material""]
    9 --> 8[""count""]
    10 --> 3
"
35,"graph LR
"
36,"graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    2 --> 3[""unique""]
    3 --> 4[""query_material""]
"
37,"graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    2 --> 3[""filter_shape_cube""]
    3 --> 4[""filter_size_large""]
    4 --> 5[""unique""]
    5 --> 6[""relate_right""]
    6 --> 13[""unique""]
    7[""filter_material_rubber""] --> 9[""exist""]
    8[""relate_behind""] --> 12[""filter_shape_cube""]
    12 --> 7
    13 --> 8
"
38,"graph LR
    1[""scene""] --> 8[""filter_color_green""]
    1 --> 3[""filter_size_large""]
    2[""filter_shape_sphere""] --> 4[""unique""]
    3 --> 2
    4 --> 5[""relate_right""]
    5 --> 6[""filter_color_gray""]
    6 --> 7[""unique""]
    7 --> 15[""equal_size""]
    8 --> 9[""unique""]
    9 --> 10[""relate_behind""]
    10 --> 11[""filter_shape_cylinder""]
    11 --> 12[""unique""]
    12 --> 15
"
39,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    1 --> 7[""filter_color_red""]
    2 --> 3[""filter_color_gray""]
    3 --> 11[""filter_material_rubber""]
    5[""filter_shape_cylinder""] --> 6[""count""]
    6 --> 10[""equal_integer""]
    7 --> 8[""filter_shape_cube""]
    8 --> 9[""count""]
    9 --> 10
    11 --> 5
"
40,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_shape_cylinder""]
    3 --> 4[""unique""]
    4 --> 5[""relate_left""]
    5 --> 6[""filter_shape_sphere""]
    6 --> 7[""unique""]
    7 --> 8[""relate_behind""]
    8 --> 9[""filter_color_cyan""]
    9 --> 10[""filter_size_small""]
    10 --> 11[""unique""]
    11 --> 12[""relate_in_front""]
    12 --> 13[""filter_shape_cylinder""]
    13 --> 14[""filter_color_brown""]
    14 --> 15[""unique""]
    15 --> 16[""query_size""]
"
41,"graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 3[""filter_color_red""]
    3 --> 4[""unique""]
    4 --> 5[""query_material""]
"
42,"graph LR
    1[""scene""] --> 2[""filter_color_yellow""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""filter_size_large""]
    4 --> 5[""unique""]
    5 --> 6[""relate_behind""]
    6 --> 7[""filter_material_metal""]
    7 --> 8[""unique""]
    8 --> 9[""query_size""]
"
43,"graph LR
    1[""scene""] --> 2[""filter_color_red""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""unique""]
    4 --> 6[""same_size""]
    6 --> 7[""filter_shape_sphere""]
    7 --> 8[""unique""]
    8 --> 9[""query_color""]
"
44,"graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    2 --> 3[""filter_size_large""]
    3 --> 4[""unique""]
    4 --> 5[""query_material""]
"
45,"graph LR
    1[""scene""] --> 2[""filter_color_green""]
    1 --> 5[""filter_size_large""]
    1 --> 10[""filter_size_small""]
    2 --> 3[""unique""]
    3 --> 4[""relate_in_front""]
    4 --> 8[""AND""]
    5 --> 6[""filter_color_yellow""]
    6 --> 8
    8 --> 13[""OR""]
    9[""filter_shape_sphere""] --> 11[""unique""]
    10 --> 9
    11 --> 12[""relate_right""]
    12 --> 13
    13 --> 14[""count""]
"
46,"graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    2 --> 3[""filter_material_metal""]
    3 --> 5[""unique""]
    5 --> 6[""relate_behind""]
    6 --> 7[""filter_material_rubber""]
    7 --> 8[""unique""]
    8 --> 9[""relate_in_front""]
    9 --> 10[""filter_color_cyan""]
    10 --> 11[""filter_size_small""]
    11 --> 12[""unique""]
    12 --> 13[""relate_right""]
    13 --> 14[""filter_material_rubber""]
    14 --> 15[""filter_shape_sphere""]
    15 --> 16[""count""]
"
47,"graph LR
    1[""scene""] --> 2[""filter_material_metal""]
    1 --> 7[""filter_size_small""]
    2 --> 3[""filter_shape_cube""]
    3 --> 4[""unique""]
    4 --> 5[""relate_behind""]
    5 --> 6[""filter_size_large""]
    6 --> 10[""OR""]
    7 --> 8[""filter_material_rubber""]
    8 --> 9[""filter_shape_sphere""]
    9 --> 10
    10 --> 11[""count""]
"
48,"graph LR
    1[""scene""] --> 2[""filter_color_yellow""]
    1 --> 7[""filter_color_yellow""]
    2 --> 3[""filter_size_small""]
    3 --> 4[""unique""]
    4 --> 5[""relate_behind""]
    5 --> 6[""filter_material_metal""]
    6 --> 10[""OR""]
    7 --> 8[""filter_shape_sphere""]
    8 --> 9[""filter_size_small""]
    9 --> 10
    10 --> 11[""count""]
"
49,"graph LR
    1[""scene""] --> 2[""filter_color_blue""]
    2 --> 3[""filter_size_large""]
    3 --> 4[""unique""]
    4 --> 5[""relate_right""]
    5 --> 6[""filter_size_small""]
    6 --> 7[""filter_material_metal""]
    7 --> 8[""unique""]
    8 --> 9[""relate_right""]
    9 --> 10[""filter_color_cyan""]
    10 --> 11[""count""]
"
50,"graph LR
    1[""scene""] --> 5[""filter_shape_cylinder""]
    1 --> 3[""filter_color_green""]
    3 --> 4[""unique""]
    4 --> 13[""equal_size""]
    5 --> 6[""filter_color_blue""]
    6 --> 7[""unique""]
    7 --> 8[""relate_left""]
    8 --> 9[""filter_shape_sphere""]
    9 --> 10[""unique""]
    10 --> 13
"
51,"graph LR
    1[""scene""] --> 2[""filter_color_green""]
    1 --> 5[""filter_color_blue""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""unique""]
    4 --> 11[""equal_size""]
    5 --> 12[""filter_material_rubber""]
    6[""filter_shape_cylinder""] --> 8[""unique""]
    8 --> 9[""relate_in_front""]
    9 --> 10[""filter_color_green""]
    10 --> 13[""unique""]
    12 --> 6
    13 --> 11
"
52,"graph LR
    1[""scene""] --> 2[""filter_color_purple""]
    1 --> 5[""filter_color_blue""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""unique""]
    4 --> 8[""relate_in_front""]
    5 --> 6[""filter_shape_cube""]
    6 --> 7[""unique""]
    7 --> 11[""equal_material""]
    8 --> 9[""filter_shape_cube""]
    9 --> 10[""unique""]
    10 --> 11
"
53,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    1 --> 3[""filter_color_cyan""]
    2 --> 5[""AND""]
    3 --> 4[""filter_material_rubber""]
    4 --> 5
    5 --> 6[""exist""]
"
54,"graph LR
    1[""scene""] --> 9[""filter_material_rubber""]
    3[""unique""] --> 4[""relate_behind""]
    4 --> 5[""filter_color_red""]
    5 --> 6[""filter_shape_cylinder""]
    6 --> 7[""exist""]
    9 --> 3
"
55,"graph LR
    1[""scene""] --> 2[""filter_color_red""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""filter_size_large""]
    4 --> 5[""unique""]
    5 --> 10[""relate_in_front""]
    7[""filter_material_rubber""] --> 9[""unique""]
    8[""filter_size_small""] --> 7
    9 --> 11[""relate_right""]
    10 --> 8
    11 --> 12[""filter_shape_cube""]
    12 --> 13[""filter_size_large""]
    13 --> 14[""unique""]
    14 --> 15[""relate_right""]
    15 --> 16[""filter_shape_sphere""]
    16 --> 17[""unique""]
    17 --> 18[""query_size""]
"
56,"graph LR
    2[""filter_color_yellow""] --> 3[""filter_shape_cylinder""]
    3 --> 4[""unique""]
    4 --> 5[""relate_in_front""]
    5 --> 10[""filter_material_rubber""]
    10 --> 11[""unique""]
    11 --> 12[""query_size""]
    15[""scene""] --> 2
"
57,"graph LR
    1[""scene""] --> 2[""filter_color_red""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""filter_shape_sphere""]
    4 --> 5[""unique""]
    5 --> 6[""same_size""]
    6 --> 7[""unique""]
    7 --> 8[""query_shape""]
"
58,"graph LR
    1[""scene""] --> 3[""filter_size_large""]
    2[""filter_color_blue""] --> 4[""unique""]
    3 --> 2
    4 --> 5[""query_shape""]
"
59,"graph LR
    1[""scene""] --> 2[""filter_size_large""]
    1 --> 7[""filter_color_brown""]
    2 --> 8[""filter_material_metal""]
    4[""filter_color_blue""] --> 5[""unique""]
    5 --> 6[""relate_left""]
    6 --> 15[""AND""]
    7 --> 14[""filter_material_rubber""]
    8 --> 4
    9[""unique""] --> 10[""relate_behind""]
    10 --> 15
    11[""filter_size_large""] --> 12[""unique""]
    12 --> 13[""query_shape""]
    14 --> 9
    15 --> 11
"
60,"graph LR
    1[""scene""] --> 2[""filter_color_purple""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""filter_shape_cylinder""]
    4 --> 5[""unique""]
    5 --> 6[""same_size""]
    6 --> 8[""count""]
"
61,"graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 8[""filter_material_rubber""]
    5[""unique""] --> 6[""same_size""]
    6 --> 10[""count""]
    8 --> 5
"
62,"graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    2 --> 3[""filter_size_large""]
    3 --> 4[""unique""]
    4 --> 9[""same_shape""]
    6[""filter_color_red""] --> 8[""count""]
    9 --> 6
"
63,"graph LR
    1[""scene""] --> 2[""filter_color_red""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""unique""]
    4 --> 5[""relate_in_front""]
    5 --> 16[""filter_shape_sphere""]
    7[""filter_size_large""] --> 8[""unique""]
    8 --> 9[""relate_left""]
    9 --> 10[""filter_material_rubber""]
    10 --> 11[""unique""]
    11 --> 12[""relate_behind""]
    12 --> 13[""filter_shape_cube""]
    13 --> 14[""filter_size_small""]
    14 --> 15[""count""]
    16 --> 7
"
