,0
0,"flowchart LR
0[""StartNode""] --> 1[""Interview Patients""]
0 --> 2[""File results and expertise""]
1 --> 2
2 --> 3[""Create report""]
3 --> 4[""Expert responds in time?""]
4 --> |""Yes""|5[""Forward report to referee""]
4 --> |""No""|6[""Ask for external expertise""]
5 --> 7[""Fill out check for expenses""]
6 --> 4
7 --> 8[""EndNode""]"
1,"flowchart LR
0[""Register participation""] --> 1[""Fees required?""]
1 --> |""No""|2[""Register post-seminar results""]
1 --> |""Yes""|4[""Create purchase request""]
2 --> 9[""EndNode""]
4 --> 5[""Purchase approved?""]
5 --> |""Denied""|6[""Notify rejection""]
5 --> |""Approved""|7[""Send approval notification""]
6 --> 9
7 --> 2
8[""StartNode""] --> 0"
2,"flowchart LR
0[""Accept the item""] --> 1[""Dairy""]
0 --> 2[""Other""]
0 --> 3[""Vegetable""]
1 --> 4[""Fruits""]
1 --> 7[""Milk""]
2 --> 9[""Non-perishable""]
2 --> 10[""Perishable""]
3 --> 6[""Vegetable Categorization""]
4 --> 5[""Fruit Categorization""]
4 --> 11[""Temperature Weight and Date Center""]
5 --> 11
6 --> 11
7 --> 11
7 --> 8[""Cheese""]
8 --> 11
9 --> 11
10 --> 11
11 --> 12[""Store items based on item policy""]"
3,"flowchart LR
0[""Detect Incident""] --> 1[""Financial Impact?""]
1 --> |""YES""|2[""Open EMS""]
1 --> |""No""|15[""End Process""]
2 --> 4[""Contact Application Team""]
2 --> 5[""Contact SA Team""]
2 --> 6[""Contact DBA Team""]
2 --> 7[""Open Conference Line""]
4 --> 8[""Troubleshoot Issue""]
5 --> 8
6 --> 8
7 --> 8
8 --> 9[""Resolution Known?""]
9 --> |""YES""|10[""Fix Issue""]
9 --> |""NO""|11[""Check with Vendor""]
10 --> 14[""Resolve and Close EMS""]
11 --> 12[""Vendor has a fix?""]
12 --> |""YES""|10
12 --> |""NO""|13[""Failover to COB""]
13 --> 15
14 --> 15
16[""StartNode""] --> 0"
4,"flowchart LR
0[""StartNode""] --> 1[""Open event creation page""]
1 --> 2[""Populate name form""]
2 --> 3[""Populate time forms""]
3 --> 4[""Populate location forms""]
4 --> 5[""Populate additional information""]
5 --> 6[""Configure privacy settings""]
6 --> 7[""Confirm event creation""]
7 --> 8[""Is name form populated?""]
8 --> |""Yes""|9[""Does end time occur after start time?""]
8 --> |""No""|2
9 --> |""Yes""|10[""Save event information""]
9 --> |""No""|11[""Display incorrect time notification""]
10 --> 12[""EndNode""]
11 --> 3"
5,"flowchart LR
0[""Weekly, in time for discounts""] --> 1[""Pay invoices""]
1 --> 2[""Generate payment report""]
2 --> 3[""Send payment report to Accounts Receivable Department""]
2 --> 4[""Send payment report to registry""]
2 --> 5[""Generate monthly invoices""]
3 --> 5
4 --> 6[""Send out invoices""]
5 --> 6"
6,"flowchart LR
0[""StartNode""] --> 1[""Submit Purchase Order""]
1 --> 2[""Select Warehouse""]
2 --> 4[""Reserve Inventory""]
4 --> 5[""End Process""]"
7,"flowchart LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2[""RFQ verified?""]
2 --> |""Yes""|3[""Analyze RFQ""]
2 --> |""No""|4[""Ask for more information""]
3 --> 6[""Provide L&M cost estimates""]
4 --> 5[""Provide clarification""]
5 --> 1
6 --> 7[""Add overhead costs""]
7 --> 8[""Generate pricing options""]
8 --> 9[""Generate sales quote""]
9 --> 10[""EndNode""]"
8,"flowchart LR
0[""Receive negotiated conditions""] --> 1[""Check for completeness""]
1 --> 2[""Data complete?""]
2 --> |""Yes""|3[""Perform risk assessment""]
2 --> |""No""|4[""Send failure notice""]
3 --> 5[""Check reinsurance option""]
4 --> 7[""EndNode""]
5 --> 6[""Finish contract""]
6 --> 7
9[""StartNode""] --> 0"
9,"flowchart LR
0[""Hungry feeling""] --> 1[""Decide to cook""]
1 --> 2[""Choose recipes""]
2 --> 3[""Prepare ingredients""]
3 --> 4[""Prepare water for pasta""]
3 --> 5[""Prepare salad for washing""]
4 --> 6[""Put pasta into water""]
5 --> 7[""Wash salad""]
6 --> 8[""Prepare ingredients for sauce""]
7 --> 9[""Prepare ingredients for dressing""]
8 --> 10[""Make sauce""]
9 --> 11[""Make dressing""]
10 --> 12[""Bring dishes to table""]
11 --> 12
12 --> 13[""Prepare dishes""]
13 --> 14[""Bring meal to table""]
14 --> 15[""Finish lunch""]"
