,0
0,"graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    1 --> 9[""filter_material_rubber""]
    2 --> 3[""unique""]
    3 --> 11[""same_shape""]
    9 --> 10[""AND""]
    10 --> 8[""count""]
    11 --> 10
"
1,"graph LR
    1[""scene""] --> 5[""filter_color_gray""]
    1 --> 3[""filter_color_cyan""]
    2[""filter_size_large""] --> 6[""unique""]
    3 --> 2
    4[""unique""] --> 8[""relate_left""]
    5 --> 4
    6 --> 7[""relate_behind""]
    7 --> 9[""And""]
    8 --> 9
    9 --> 10[""filter_material_rubber""]
    10 --> 13[""count""]
"
2,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    1 --> 6[""filter_size_small""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""unique""]
    4 --> 5[""same_color""]
    5 --> 8[""And""]
    6 --> 7[""filter_shape_sphere""]
    7 --> 8
    8 --> 9[""count""]
"
3,"graph LR
    1[""scene""] --> 2[""filter_color_green""]
    1 --> 7[""filter_material_metal""]
    2 --> 10[""filter_shape_cylinder""]
    3[""unique""] --> 4[""relate_right""]
    4 --> 5[""filter_color_red""]
    5 --> 6[""filter_material_rubber""]
    6 --> 8[""OR""]
    7 --> 8
    8 --> 9[""count""]
    10 --> 3
"
4,"graph LR
    1[""scene""] --> 6[""filter_color_brown""]
    3[""unique""] --> 10[""relate_in_front""]
    6 --> 7[""unique""]
    7 --> 8[""relate_left""]
    8 --> 9[""filter_shape_cylinder""]
    9 --> 3
    10 --> 13[""filter_size_large""]
    12[""filter_material_metal""] --> 17[""unique""]
    13 --> 12
    14[""relate_right""] --> 15[""filter_size_large""]
    15 --> 16[""count""]
    17 --> 14
"
5,"graph LR
"
6,"graph LR
    1[""scene""] --> 8[""filter_size_small""]
    8 --> 9[""filter_shape_sphere""]
    9 --> 10[""unique""]
    10 --> 12[""query_color""]
"
7,"graph LR
    1[""scene""] --> 2[""filter_color_blue""]
    1 --> 5[""filter_shape_cylinder""]
    2 --> 3[""filter_size_large""]
    3 --> 11[""unique""]
    4[""unique""] --> 8[""relate_right""]
    5 --> 4
    7[""unique""] --> 12[""equal_shape""]
    8 --> 7
    11 --> 12
"
8,"graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 3[""unique""]
    3 --> 4[""relate_right""]
    4 --> 5[""filter_size_small""]
    5 --> 6[""filter_material_metal""]
    6 --> 7[""unique""]
    7 --> 13[""query_color""]
"
9,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    1 --> 6[""filter_material_rubber""]
    2 --> 3[""filter_color_brown""]
    3 --> 4[""filter_material_metal""]
    4 --> 5[""count""]
    5 --> 8[""less_than""]
    6 --> 7[""count""]
    7 --> 8
"
10,"graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 4[""filter_material_rubber""]
    3[""filter_color_gray""] --> 9[""unique""]
    4 --> 3
    5[""unique""] --> 10[""query_color""]
    6[""relate_right""] --> 7[""filter_size_large""]
    7 --> 11[""filter_shape_sphere""]
    9 --> 6
    11 --> 5
"
11,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    1 --> 4[""filter_size_large""]
    2 --> 3[""unique""]
    4 --> 5[""filter_material_metal""]
    5 --> 6[""unique""]
    6 --> 7[""relate_left""]
    7 --> 8[""filter_shape_cylinder""]
    8 --> 9[""unique""]
"
